Time,Carrasco
2024-11-17 06:24:25,
2024-11-17 06:24:56,
2024-11-17 06:25:05,
2024-11-17 06:25:06,
2024-11-17 06:25:29,
2024-11-17 06:25:40,
2024-11-17 06:25:43,
2024-11-17 06:26:39,
2024-11-17 06:26:48,
2024-11-17 06:27:32,10.16
2024-11-17 06:28:34,
2024-11-17 06:28:34,
2024-11-17 06:29:01,
2024-11-17 06:29:25,
2024-11-17 06:29:56,
2024-11-17 06:30:05,
2024-11-17 06:30:06,
2024-11-17 06:30:29,
2024-11-17 06:30:40,
2024-11-17 06:30:43,
2024-11-17 06:31:39,
2024-11-17 06:31:48,
2024-11-17 06:32:32,10.16
2024-11-17 06:33:34,
2024-11-17 06:33:34,
2024-11-17 06:34:01,
2024-11-17 06:34:25,
2024-11-17 06:34:56,
2024-11-17 06:35:05,
2024-11-17 06:35:06,
2024-11-17 06:35:29,
2024-11-17 06:35:40,
2024-11-17 06:35:43,
2024-11-17 06:36:39,
2024-11-17 06:36:48,
2024-11-17 06:37:32,10.16
2024-11-17 06:38:34,
2024-11-17 06:38:34,
2024-11-17 06:39:01,
2024-11-17 06:39:25,
2024-11-17 06:39:56,
2024-11-17 06:40:05,
2024-11-17 06:40:06,
2024-11-17 06:40:29,
2024-11-17 06:40:40,
2024-11-17 06:40:46,
2024-11-17 06:41:39,
2024-11-17 06:41:48,
2024-11-17 06:42:32,10.16
2024-11-17 06:43:34,
2024-11-17 06:43:34,
2024-11-17 06:44:01,
2024-11-17 06:44:25,
2024-11-17 06:44:56,
2024-11-17 06:45:05,
2024-11-17 06:45:06,
2024-11-17 06:45:29,
2024-11-17 06:45:40,
2024-11-17 06:45:43,
2024-11-17 06:46:39,
2024-11-17 06:46:48,
2024-11-17 06:47:32,10.16
2024-11-17 06:48:34,
2024-11-17 06:48:34,
2024-11-17 06:49:01,
2024-11-17 06:49:25,
2024-11-17 06:49:56,
2024-11-17 06:50:06,
2024-11-17 06:50:29,
2024-11-17 06:50:40,
2024-11-17 06:50:44,
2024-11-17 06:51:39,
2024-11-17 06:51:48,
2024-11-17 06:52:32,10.16
2024-11-17 06:53:34,
2024-11-17 06:53:34,
2024-11-17 06:54:01,
2024-11-17 06:54:25,
2024-11-17 06:54:57,
2024-11-17 06:55:06,
2024-11-17 06:55:30,
2024-11-17 06:55:40,
2024-11-17 06:55:43,
2024-11-17 06:56:39,
2024-11-17 06:56:48,
2024-11-17 06:57:32,10.16
2024-11-17 06:58:34,
2024-11-17 06:58:34,
2024-11-17 06:59:01,
2024-11-17 06:59:25,
2024-11-17 06:59:56,
2024-11-17 07:00:06,
2024-11-17 07:00:30,
2024-11-17 07:00:40,
2024-11-17 07:00:44,
2024-11-17 07:01:39,
2024-11-17 07:01:48,
2024-11-17 07:02:32,10.16
2024-11-17 07:03:34,
2024-11-17 07:03:34,
2024-11-17 07:04:01,
2024-11-17 07:04:25,
2024-11-17 07:04:56,
2024-11-17 07:05:06,
2024-11-17 07:05:30,
2024-11-17 07:05:40,
2024-11-17 07:05:48,
2024-11-17 07:06:39,
2024-11-17 07:06:48,
2024-11-17 07:07:32,10.16
2024-11-17 07:08:34,
2024-11-17 07:08:34,
2024-11-17 07:09:04,
2024-11-17 07:09:25,
2024-11-17 07:09:56,
2024-11-17 07:10:06,
2024-11-17 07:10:30,
2024-11-17 07:10:40,
2024-11-17 07:10:48,
2024-11-17 07:11:39,
2024-11-17 07:11:48,
2024-11-17 07:12:32,10.16
2024-11-17 07:13:34,
2024-11-17 07:13:34,
2024-11-17 07:14:04,
2024-11-17 07:14:25,
2024-11-17 07:14:56,
2024-11-17 07:15:06,
2024-11-17 07:15:30,
2024-11-17 07:15:40,
2024-11-17 07:15:45,
2024-11-17 07:16:39,
2024-11-17 07:16:48,
2024-11-17 07:17:32,10.16
2024-11-17 07:18:34,
2024-11-17 07:18:34,
2024-11-17 07:19:04,
2024-11-17 07:19:25,
2024-11-17 07:19:57,
2024-11-17 07:20:06,
2024-11-17 07:20:07,
2024-11-17 07:20:30,
2024-11-17 07:20:40,
2024-11-17 07:20:44,
2024-11-17 07:21:39,
2024-11-17 07:21:48,
2024-11-17 07:22:32,10.16
2024-11-17 07:23:34,
2024-11-17 07:24:04,
2024-11-17 07:24:25,
2024-11-17 07:24:57,
2024-11-17 07:25:06,
2024-11-17 07:25:07,
2024-11-17 07:25:30,
2024-11-17 07:25:40,
2024-11-17 07:25:44,
2024-11-17 07:26:39,
2024-11-17 07:26:48,
2024-11-17 07:27:32,10.16
2024-11-17 07:28:34,
2024-11-17 07:28:34,
2024-11-17 07:29:04,
2024-11-17 07:29:25,
2024-11-17 07:29:57,
2024-11-17 07:30:06,
2024-11-17 07:30:07,
2024-11-17 07:30:30,
2024-11-17 07:30:40,
2024-11-17 07:30:44,
2024-11-17 07:31:39,
2024-11-17 07:31:48,
2024-11-17 07:32:32,10.16
2024-11-17 07:33:34,
2024-11-17 07:33:34,
2024-11-17 07:34:04,
2024-11-17 07:34:25,
2024-11-17 07:34:57,
2024-11-17 07:35:06,
2024-11-17 07:35:07,
2024-11-17 07:35:30,
2024-11-17 07:35:40,
2024-11-17 07:35:45,
2024-11-17 07:36:39,
2024-11-17 07:36:48,
2024-11-17 07:37:32,10.16
2024-11-17 07:38:35,
2024-11-17 07:38:35,
2024-11-17 07:39:04,
2024-11-17 07:39:26,
2024-11-17 07:39:57,
2024-11-17 07:40:06,
2024-11-17 07:40:07,
2024-11-17 07:40:30,
2024-11-17 07:40:40,
2024-11-17 07:40:44,
2024-11-17 07:41:39,
2024-11-17 07:41:48,
2024-11-17 07:42:32,10.16
2024-11-17 07:43:35,
2024-11-17 07:43:35,
2024-11-17 07:44:04,
2024-11-17 07:44:26,
2024-11-17 07:44:57,
2024-11-17 07:45:06,
2024-11-17 07:45:07,
2024-11-17 07:45:30,
2024-11-17 07:45:40,
2024-11-17 07:45:45,
2024-11-17 07:46:39,
2024-11-17 07:46:49,
2024-11-17 07:47:32,10.16
2024-11-17 07:48:35,
2024-11-17 07:48:35,
2024-11-17 07:49:04,
2024-11-17 07:49:26,
2024-11-17 07:49:57,
2024-11-17 07:50:06,
2024-11-17 07:50:07,
2024-11-17 07:50:30,
2024-11-17 07:50:40,
2024-11-17 07:50:44,
2024-11-17 07:51:39,
2024-11-17 07:51:49,
2024-11-17 07:52:34,10.16
2024-11-17 07:53:35,
2024-11-17 07:53:35,
2024-11-17 07:54:04,
2024-11-17 07:54:26,
2024-11-17 07:54:57,
2024-11-17 07:55:07,
2024-11-17 07:55:30,
2024-11-17 07:55:40,
2024-11-17 07:55:45,
2024-11-17 07:56:40,
2024-11-17 07:56:49,
2024-11-17 07:57:34,10.16
2024-11-17 07:58:35,
2024-11-17 07:58:35,
2024-11-17 07:59:04,
2024-11-17 07:59:26,
2024-11-17 07:59:57,
2024-11-17 08:00:07,
2024-11-17 08:00:30,
2024-11-17 08:00:40,
2024-11-17 08:00:44,
2024-11-17 08:01:40,
2024-11-17 08:01:49,
2024-11-17 08:02:34,10.16
2024-11-17 08:03:35,
2024-11-17 08:03:35,
2024-11-17 08:04:04,
2024-11-17 08:04:26,
2024-11-17 08:04:57,
2024-11-17 08:05:07,
2024-11-17 08:05:30,
2024-11-17 08:05:40,
2024-11-17 08:05:45,
2024-11-17 08:06:40,
2024-11-17 08:06:49,
2024-11-17 08:07:35,10.16
2024-11-17 08:08:35,
2024-11-17 08:08:35,
2024-11-17 08:09:04,
2024-11-17 08:09:26,
2024-11-17 08:09:57,
2024-11-17 08:10:07,
2024-11-17 08:10:30,
2024-11-17 08:10:40,
2024-11-17 08:10:45,
2024-11-17 08:11:40,
2024-11-17 08:11:49,
2024-11-17 08:12:35,10.16
2024-11-17 08:13:35,
2024-11-17 08:13:35,
2024-11-17 08:14:04,
2024-11-17 08:14:26,
2024-11-17 08:14:58,
2024-11-17 08:15:07,
2024-11-17 08:15:30,
2024-11-17 08:15:40,
2024-11-17 08:15:46,
2024-11-17 08:16:40,
2024-11-17 08:16:49,
2024-11-17 08:17:35,10.16
2024-11-17 08:18:35,
2024-11-17 08:18:35,
2024-11-17 08:19:04,
2024-11-17 08:19:26,
2024-11-17 08:19:58,
2024-11-17 08:20:07,
2024-11-17 08:20:30,
2024-11-17 08:20:40,
2024-11-17 08:20:45,
2024-11-17 08:21:40,
2024-11-17 08:21:49,
2024-11-17 08:22:35,10.16
2024-11-17 08:23:35,
2024-11-17 08:23:35,
2024-11-17 08:24:04,
2024-11-17 08:24:26,
2024-11-17 08:24:58,
2024-11-17 08:25:07,
2024-11-17 08:25:30,
2024-11-17 08:25:40,
2024-11-17 08:25:46,
2024-11-17 08:26:40,
2024-11-17 08:26:49,
2024-11-17 08:27:35,10.16
2024-11-17 08:28:35,
2024-11-17 08:28:35,
2024-11-17 08:29:04,
2024-11-17 08:29:26,
2024-11-17 08:29:58,
2024-11-17 08:30:07,
2024-11-17 08:30:08,
2024-11-17 08:30:30,
2024-11-17 08:30:40,
2024-11-17 08:30:45,
2024-11-17 08:31:40,
2024-11-17 08:31:49,
2024-11-17 08:32:35,10.16
2024-11-17 08:33:35,
2024-11-17 08:34:04,
2024-11-17 08:34:26,
2024-11-17 08:34:58,
2024-11-17 08:35:07,
2024-11-17 08:35:08,
2024-11-17 08:35:30,
2024-11-17 08:35:41,
2024-11-17 08:35:46,
2024-11-17 08:36:40,
2024-11-17 08:36:49,
2024-11-17 08:37:35,10.16
2024-11-17 08:38:35,
2024-11-17 08:38:35,
2024-11-17 08:39:04,
2024-11-17 08:39:26,
2024-11-17 08:39:58,
2024-11-17 08:40:07,
2024-11-17 08:40:08,
2024-11-17 08:40:30,
2024-11-17 08:40:41,
2024-11-17 08:40:45,
2024-11-17 08:41:40,
2024-11-17 08:41:49,
2024-11-17 08:42:35,10.16
2024-11-17 08:43:35,
2024-11-17 08:43:35,
2024-11-17 08:44:04,
2024-11-17 08:44:26,
2024-11-17 08:44:58,
2024-11-17 08:45:07,
2024-11-17 08:45:08,
2024-11-17 08:45:30,
2024-11-17 08:45:41,
2024-11-17 08:45:45,
2024-11-17 08:46:40,
2024-11-17 08:46:49,
2024-11-17 08:47:35,10.16
2024-11-17 08:48:35,
2024-11-17 08:49:04,
2024-11-17 08:49:26,
2024-11-17 08:49:58,
2024-11-17 08:50:07,
2024-11-17 08:50:08,
2024-11-17 08:50:30,
2024-11-17 08:50:41,
2024-11-17 08:50:45,
2024-11-17 08:51:40,
2024-11-17 08:51:49,
2024-11-17 08:52:35,10.16
2024-11-17 08:53:35,
2024-11-17 08:53:35,
2024-11-17 08:54:04,
2024-11-17 08:54:26,
2024-11-17 08:54:58,
2024-11-17 08:55:08,
2024-11-17 08:55:30,
2024-11-17 08:55:41,
2024-11-17 08:55:46,
2024-11-17 08:56:40,
2024-11-17 08:56:49,
2024-11-17 08:57:35,10.16
2024-11-17 08:58:35,
2024-11-17 08:58:35,
2024-11-17 08:59:04,
2024-11-17 08:59:26,
2024-11-17 08:59:58,
2024-11-17 09:00:08,
2024-11-17 09:00:30,
2024-11-17 09:00:41,
2024-11-17 09:00:45,
2024-11-17 09:01:40,
2024-11-17 09:01:49,
2024-11-17 09:02:35,10.16
2024-11-17 09:03:35,
2024-11-17 09:03:35,
2024-11-17 09:04:04,
2024-11-17 09:04:26,
2024-11-17 09:04:58,
2024-11-17 09:05:08,
2024-11-17 09:05:30,
2024-11-17 09:05:41,
2024-11-17 09:05:46,
2024-11-17 09:06:40,
2024-11-17 09:06:49,
2024-11-17 09:07:35,10.16
2024-11-17 09:08:35,
2024-11-17 09:08:35,
2024-11-17 09:09:06,
2024-11-17 09:09:26,
2024-11-17 09:09:58,
2024-11-17 09:10:08,
2024-11-17 09:10:30,
2024-11-17 09:10:41,
2024-11-17 09:10:46,
2024-11-17 09:11:40,
2024-11-17 09:11:49,
2024-11-17 09:12:35,10.16
2024-11-17 09:13:35,
2024-11-17 09:13:35,
2024-11-17 09:14:06,
2024-11-17 09:14:26,
2024-11-17 09:14:58,
2024-11-17 09:15:08,
2024-11-17 09:15:30,
2024-11-17 09:15:41,
2024-11-17 09:15:46,
2024-11-17 09:16:40,
2024-11-17 09:16:49,
2024-11-17 09:17:35,10.16
2024-11-17 09:18:35,
2024-11-17 09:18:35,
2024-11-17 09:19:06,
2024-11-17 09:19:26,
2024-11-17 09:19:58,
2024-11-17 09:20:08,
2024-11-17 09:20:30,
2024-11-17 09:20:41,
2024-11-17 09:20:45,
2024-11-17 09:21:40,
2024-11-17 09:21:49,
2024-11-17 09:22:35,10.92
2024-11-17 09:23:35,
2024-11-17 09:23:35,
2024-11-17 09:24:06,
2024-11-17 09:24:27,
2024-11-17 09:24:59,
2024-11-17 09:25:08,
2024-11-17 09:25:30,
2024-11-17 09:25:41,
2024-11-17 09:25:46,
2024-11-17 09:26:40,
2024-11-17 09:26:49,
2024-11-17 09:27:35,11.43
2024-11-17 09:28:35,
2024-11-17 09:28:35,
2024-11-17 09:29:06,
2024-11-17 09:29:27,
2024-11-17 09:29:59,
2024-11-17 09:30:08,
2024-11-17 09:30:30,
2024-11-17 09:30:41,
2024-11-17 09:30:46,
2024-11-17 09:31:40,
2024-11-17 09:31:49,
2024-11-17 09:32:35,13.21
2024-11-17 09:33:35,
2024-11-17 09:33:35,
2024-11-17 09:34:06,
2024-11-17 09:34:27,
2024-11-17 09:34:59,
2024-11-17 09:35:08,
2024-11-17 09:35:09,
2024-11-17 09:35:30,
2024-11-17 09:35:41,
2024-11-17 09:35:47,
2024-11-17 09:36:40,
2024-11-17 09:36:49,
2024-11-17 09:37:35,17.53
2024-11-17 09:38:35,
2024-11-17 09:38:35,
2024-11-17 09:39:06,
2024-11-17 09:39:27,
2024-11-17 09:39:59,
2024-11-17 09:40:08,
2024-11-17 09:40:09,
2024-11-17 09:40:30,
2024-11-17 09:40:41,
2024-11-17 09:40:46,
2024-11-17 09:41:40,
2024-11-17 09:41:49,
2024-11-17 09:42:35,24.38
2024-11-17 09:43:35,
2024-11-17 09:43:35,
2024-11-17 09:44:06,
2024-11-17 09:44:27,
2024-11-17 09:44:59,
2024-11-17 09:45:08,
2024-11-17 09:45:09,
2024-11-17 09:45:30,
2024-11-17 09:45:41,
2024-11-17 09:45:46,
2024-11-17 09:46:40,
2024-11-17 09:46:50,
2024-11-17 09:47:35,27.69
2024-11-17 09:48:35,
2024-11-17 09:48:35,
2024-11-17 09:49:06,
2024-11-17 09:49:27,
2024-11-17 09:49:59,
2024-11-17 09:50:09,
2024-11-17 09:50:30,
2024-11-17 09:50:41,
2024-11-17 09:50:46,
2024-11-17 09:51:40,
2024-11-17 09:51:50,
2024-11-17 09:52:35,28.45
2024-11-17 09:53:35,
2024-11-17 09:53:35,
2024-11-17 09:54:06,
2024-11-17 09:54:27,
2024-11-17 09:54:59,
2024-11-17 09:55:09,
2024-11-17 09:55:30,
2024-11-17 09:55:41,
2024-11-17 09:55:46,
2024-11-17 09:56:40,
2024-11-17 09:56:50,
2024-11-17 09:57:35,28.45
2024-11-17 09:58:35,
2024-11-17 09:58:35,
2024-11-17 09:59:06,
2024-11-17 09:59:28,
2024-11-17 09:59:59,
2024-11-17 10:00:09,
2024-11-17 10:00:30,
2024-11-17 10:00:41,
2024-11-17 10:00:46,
2024-11-17 10:01:40,
2024-11-17 10:01:50,
2024-11-17 10:02:35,28.45
2024-11-17 10:03:35,
2024-11-17 10:03:35,
2024-11-17 10:04:06,
2024-11-17 10:04:28,
2024-11-17 10:04:59,
2024-11-17 10:05:09,
2024-11-17 10:05:30,
2024-11-17 10:05:41,
2024-11-17 10:05:46,
2024-11-17 10:06:40,
2024-11-17 10:06:50,
2024-11-17 10:07:35,28.7
2024-11-17 10:08:35,
2024-11-17 10:08:35,
2024-11-17 10:09:06,
2024-11-17 10:09:28,
2024-11-17 10:09:59,
2024-11-17 10:10:09,
2024-11-17 10:10:30,
2024-11-17 10:10:41,
2024-11-17 10:10:47,
2024-11-17 10:11:40,
2024-11-17 10:11:50,
2024-11-17 10:12:35,29.46
2024-11-17 10:13:35,
2024-11-17 10:13:35,
2024-11-17 10:14:06,
2024-11-17 10:14:30,
2024-11-17 10:14:59,
2024-11-17 10:15:09,
2024-11-17 10:15:30,
2024-11-17 10:15:41,
2024-11-17 10:15:47,
2024-11-17 10:16:40,
2024-11-17 10:16:50,
2024-11-17 10:17:35,30.23
2024-11-17 10:18:35,
2024-11-17 10:18:35,
2024-11-17 10:19:06,
2024-11-17 10:19:30,
2024-11-17 10:19:59,
2024-11-17 10:20:09,
2024-11-17 10:20:30,
2024-11-17 10:20:41,
2024-11-17 10:21:40,
2024-11-17 10:21:50,
2024-11-17 10:22:35,30.48
2024-11-17 10:23:35,
2024-11-17 10:23:35,
2024-11-17 10:24:06,
2024-11-17 10:24:30,
2024-11-17 10:24:59,
2024-11-17 10:25:09,
2024-11-17 10:25:30,
2024-11-17 10:25:41,
2024-11-17 10:26:40,
2024-11-17 10:26:50,
2024-11-17 10:27:35,30.99
2024-11-17 10:28:35,
2024-11-17 10:28:35,
2024-11-17 10:29:06,
2024-11-17 10:29:30,
2024-11-17 10:30:00,
2024-11-17 10:30:09,
2024-11-17 10:30:30,
2024-11-17 10:30:41,
2024-11-17 10:31:40,
2024-11-17 10:31:50,
2024-11-17 10:32:35,31.24
2024-11-17 10:33:35,
2024-11-17 10:33:35,
2024-11-17 10:34:06,
2024-11-17 10:34:30,
2024-11-17 10:35:00,
2024-11-17 10:35:09,
2024-11-17 10:35:30,
2024-11-17 10:35:41,
2024-11-17 10:35:47,
2024-11-17 10:36:40,
2024-11-17 10:36:50,
2024-11-17 10:37:35,32.26
2024-11-17 10:38:35,
2024-11-17 10:38:35,
2024-11-17 10:39:06,
2024-11-17 10:39:30,
2024-11-17 10:40:00,
2024-11-17 10:40:09,
2024-11-17 10:40:10,
2024-11-17 10:40:30,
2024-11-17 10:40:41,
2024-11-17 10:40:47,
2024-11-17 10:41:40,
2024-11-17 10:41:51,
2024-11-17 10:42:35,32.77
2024-11-17 10:43:35,
2024-11-17 10:43:35,
2024-11-17 10:44:06,
2024-11-17 10:44:30,
2024-11-17 10:45:00,
2024-11-17 10:45:09,
2024-11-17 10:45:10,
2024-11-17 10:45:30,
2024-11-17 10:45:41,
2024-11-17 10:45:47,
2024-11-17 10:46:40,
2024-11-17 10:46:51,
2024-11-17 10:47:35,33.02
2024-11-17 10:48:35,
2024-11-17 10:48:35,
2024-11-17 10:49:06,
2024-11-17 10:49:30,
2024-11-17 10:50:00,
2024-11-17 10:50:10,
2024-11-17 10:50:30,
2024-11-17 10:50:41,
2024-11-17 10:50:47,
2024-11-17 10:51:40,
2024-11-17 10:51:51,
2024-11-17 10:52:38,33.53
2024-11-17 10:53:35,
2024-11-17 10:54:07,
2024-11-17 10:54:30,
2024-11-17 10:55:00,
2024-11-17 10:55:10,
2024-11-17 10:55:30,
2024-11-17 10:55:41,
2024-11-17 10:55:47,
2024-11-17 10:56:40,
2024-11-17 10:56:51,
2024-11-17 10:57:38,35.81
2024-11-17 10:58:35,
2024-11-17 10:58:35,
2024-11-17 10:59:07,
2024-11-17 10:59:30,
2024-11-17 11:00:00,
2024-11-17 11:00:10,
2024-11-17 11:00:30,
2024-11-17 11:00:41,
2024-11-17 11:00:47,
2024-11-17 11:01:40,
2024-11-17 11:01:51,
2024-11-17 11:02:38,37.08
2024-11-17 11:03:35,
2024-11-17 11:03:35,
2024-11-17 11:04:07,
2024-11-17 11:04:30,
2024-11-17 11:05:00,
2024-11-17 11:05:10,
2024-11-17 11:05:30,
2024-11-17 11:05:41,
2024-11-17 11:05:48,
2024-11-17 11:06:40,
2024-11-17 11:06:51,
2024-11-17 11:07:38,37.34
2024-11-17 11:08:35,
2024-11-17 11:08:35,
2024-11-17 11:09:07,
2024-11-17 11:09:30,
2024-11-17 11:10:00,
2024-11-17 11:10:10,
2024-11-17 11:10:30,
2024-11-17 11:10:41,
2024-11-17 11:10:47,
2024-11-17 11:11:40,
2024-11-17 11:11:51,
2024-11-17 11:12:38,37.59
2024-11-17 11:13:35,
2024-11-17 11:14:07,
2024-11-17 11:14:30,
2024-11-17 11:15:00,
2024-11-17 11:15:10,
2024-11-17 11:15:30,
2024-11-17 11:15:41,
2024-11-17 11:15:47,
2024-11-17 11:16:40,
2024-11-17 11:16:51,
2024-11-17 11:17:38,37.59
2024-11-17 11:18:35,
2024-11-17 11:18:35,
2024-11-17 11:19:07,
2024-11-17 11:19:30,
2024-11-17 11:20:00,
2024-11-17 11:20:10,
